sent,label
"i've only just started using spotify, but i enjoy it. it plays the music i enjoy and, so far, no repeats.",1
"has gotten better over time, but certain bugs like shared playlists not showing up in the list have been present for ages.",-1
won't play anything that i select. it just gives me a black screen. a little mad since i just paid for premium.,-1
this music app is really good ðÿ˜†,1
i love the update but.... my pc account dont have premium stuff but i have it purchased just fix it please. but that it have good song up to 10 million songs.,1
"the worst, most unstable app i've ever used for android. audio goes out when screen turns off, audio controls frequently crash while playing, integrated ads crash podcasts, audio skips, etc. i want to support spotify because of commitment to free speech, but such an awful, unstable pos makes it a challenge.",-1
this service is great but the app crashes and causes the app i am using to crash.,-1
"don't know why i'm paying for subscription, none of my downloads are available, it'll say downloaded, show how many i have, but nothing is available to play while i am out of cell and wifi range. everything works when i have connection, but i download shows and music so i can play when out of service, which is like more than half of my life working in remote alaska. downloaded items should be available without a connection. now after update, even with connection, i can't play anything",-1
i like the app because it takes lesser time to find songs,1
"i love spotify, but when i need to update it, my whole computer breaks (my computer isn't old at all, in fact it is only 6 months old) it can be extremely laggy, but i love it nonethless ( i just wish it didn't lag so bad and break my computer)",-1
lovely and the best app ever yo hear music. thx for creating this app ðÿ‘,1
ok i've resorted to begging because it's literally impossible to make playlists without being able to hear a sample of the song in the add section. please. just add that back and i will give 5 stars thats all i want. why would you take that away. the only reason i dont switch music apps is because of how many playlists i already have at this point. bleh. the bare minimum has been restored.,-1
"great app, it's just when i click on a song it usually plays a random song.",1
have used this app since launch and love it!,1
easy to work,1
"app can't be opened, it was take long time to load. can u fix that problem asap?",-1
"too many ads, i understand that if i don't have premium i will need to see ads but there are too many! i already learned the disney plus ad and i had no intention in learning it!",-1
after every update it becomes worst because ads increase almost after 2 song ads start. and it irritated everyone ðÿ˜žðÿ˜žðÿ˜žðÿ˜žðÿ˜ž . now i feel that downloaded song in your device is better to use this..... ðÿ˜”ðÿ˜”ðÿ˜”ðÿ˜”,-1
"i hope you add data saver where the lyrics and background videos dont play, for data users sake. and also i hope you give random related songs suggestions when we play so we can explore more like in yt music app",-1
i learned ro sing my gav songs on this aap its so good and there are relaxing asmr sound,1
i'm frustrated i can't listen to music no more i tried everything i uninstall it waited two hours to have the screen pop up it's just the spotify icon the whole time i can't login or anything i looked up how to troubleshoot i tried everything i don't know what's wrong i'll change the rating till it works,-1
wth is the update i lit cant do stuff unless i have premium,-1
where has the play bar gone?? i can't use bluetooth or skip anything!!,-1
my experience there is really good app i like the spotify i am the full enjoy,1
i dont like this app .... no one song is played in my phone ...,-1
"personally i really like it, 10/10",1
playlist are not very indian friendly,-1
i loved this a lot nice app. developers always try to make this app more better and niceðÿ˜š,1
i have been using like 4 years sound quality and loading works fairly but the problem is any music playlist i play it repeats 4 to 5 songs reapeatly please repair the bug. and please try to show less ads for the listeners who cannot afford premium account.,-1
this app is awesome really recommend it from other people really good music app ðÿ˜ž,1
great radio app love it just what i really want to continue to use.,1
i've had a very good listening experience with spotify i think it would be nice if i had the option to make it have more bass or to be louder on my android phone like it does on my ipad but it is what it is!,1
i think that spotify is good but it doesn't have so many songs that i like but is still good,1
too many ads in it,-1
i love spotify and pay for the family premium but now it won't even open on my phone to login. i've uninstalled and re-downloaded the app and it's still not coming up.,-1
gives a bit problem sometimes otherwise it's good and ads come very quickly,-1
is good but make it to be eble to search every thing and downloade,1
"unskipabke ads after every 2 songs played, poor-autoplay recommendation relative to youtube, miniscule inventory.",-1
great music lists,1
i had music album and artist names on a longnote book for a long time. over 400 titles.now with spotify i only had to upload these lists on the app for easy access and listening to my favorite music mostly jazz.,-1
music is fantastic and choices are righteous your style your choice,1
love spotify. great app!,1
"your app sucks... the autoplay doesnt work, i get to hear more ads than music... and i don't understand that why does the autoplay have so much issue... update: the auto play still sucks... update 2.: now the app refuses to start... update 3: player has become buggy... update 4: repeating songs in discovery queue... update 5: your app player is dead...",-1
"i have been using this app for over a year but, recently the app has gone down hill. the ability to preview songs before adding them to playlists was removed making it 10 times harder to form a good playlist. then there is the issue with the ""30 minutes of uninterrupted listening."" it has never and probably will never be 30 minutes which just makes it unbearable to listen to. nvm its back now ads still suck though",-1
"this is the best app for alone vibing but the one thing is we can't download songs, we should have a premium account",-1
excellent app but please get rid of the ads.,-1
"ðÿ”¥ðÿ”¥ðÿ”¥ðÿ”¥, jus need more bronx drill , a lit more.. ðÿ—½ðÿ‘¿",-1
"no video when attached to bluetooth , joe rogan is carrying this entire platform",-1
worked great until a software update. now all the playlist on my phone appear empty and spotify claims it can't connect to the internet whenever i use search to fine music...,-1
first you could choose songs from between your playlist and put your favourite songs but now you have to wait for you to listen to that song it's not how it used to be alot more things i would like to tell you but i won't i'll let the rating decide my experience,-1
"i used to love this app. but after the update i'm hating this. the song which i want to listen, which i play it gives u another song. it's really annoying. i can't listen the songs which i want to listen. if you can't listen to your favourite songs, then what's the point to use spotify? it says you can only skip the song if you buy the premium one. dude i donâ€™t want to buy the premium one. before updating this app it was too good but what happend after the update. itâ€™s really annoying",-1
unable to dismiss the advertisements .. fix it,1
you can find almost all kind of music,1
good range of music,1
i absolutely love being able to listen to all the old music.,1
awsome songs are there i love it,1
its easy to use spotify apps music,-1
"amazing app, amazing playlist algorithm",1
"every time a notification comes through since the update, spotify pauses then never starts playing again. this includes spotify's in-app ads. pretty awesome when trying to listen while doing things and it's paused every few minutes.",1
i enjoy it especially listening artist from my country,1
one of the worst pain in this app is getting stuck on the loading screen it takes so long or forever. please fix it.,-1
love! ðÿ’œ highly recommend. -francesko the artist,1
"it has been great since i purchased premium but some of my songs don't get downloads i don't know what is wrong, can't see lyrics when offline and some of the songs are know where to be found like park jimin's promise and others. before premium was hell like it has more ads than any other apps i've ever encountered, at one point i thought i might break my phone when ads came out of nowhere but everything is good now i guess except for those things i mentioned right above.",1
i hate this app because you literally have to wait an hour just to skip a song,-1
excellent app. keep improving with new features,1
it's free music and all but there need to be a membership for ads if you are looking into it so do download and enjoy,-1
"too bad, not easy to use. the interface is very complex.don't download",-1
what's wrong i can't take student premium it again n again ask to verify me after that blank pages occurs what's wrong that sheerid ???,-1
love the very much-loved tunes,1
i try to put on a playlist and it says (this playlist is empty) & when i put a song on it doesn't play. spotify better be on the verge of fixing this cause it's the summertime i need my music don't piss me off spotify get it fix,-1
"great app, my only grievance would be that my favourite musical isnt on spotify, but thats understandable considering its extremely niche. anyways please whichever spotify representative reads this please contact william finn about getting in trousers onto spotify.",-1
bro ðÿ’€ i tried downloading the app today and try it out but it can't even open lmao ðÿ’€ plus i used to use spotify and it would keep playing random songs and when i search up something there's always different results,-1
sometimes it plays and won't pause or pull up the play bar when listening to podcasts. im new to spotify and im wondering if i should find a different app to use. seems to to have bugs that need fixed.,-1
"can you fix this please? just please please please please please, i'm begging you, why i can't download songs in my premium, like, the download button on my playlist doesn't appear color green when i tap the download button, and i can't even go offline because of that",-1
app needing update as studdlently stops repeating songs and other times when music randomly stops,-1
because is easy to go back in the days true spotify.,1
definitely a five star app. it has every song in the book. plus lyrics. and it's fast.,1
i like the no interruptions,1
good app for nice song,1
best ever music app ever seen this kinda of app. it's so rocking. but the ad disturbs you seriously..,1
we don't all have bank accounts for premium. not our fault. at least create a physical account so we can deposit cash with reference to our email or otp or something..,-1
even when i have premium i don't get premium features,-1
continue to have problems with app not stopping play. app will say nothing is playing but there it is definitely playing. i have to go into settings and force stop the app. also will do the opposite. i will open the app and can't get anything to play and will have to force stop the app. then it seams to work for awhile.,-1
i paid for premium and am getting commercials. what a scam!,-1
every thing is okay but only if you could make it usable without much data.,-1
"review has moved from five stars to one. 6yr premium customer, miss 1 payment, my account is removed from spotify and all music lost. no contact number. will be using competitors apps.",-1
i have rock with spotify from day one and they are the only music app that i will ever deal with. they are the best at what they do. i highly recommend sporify to everybody.,1
"used to be good. i have over 1800 songs in a playlist and it will play the same maybe 150 songs. it'll also be at ""the end"" of the playlist waaaaaaaaaaaaaaayyyyyyyyyy too soon. what happened spotify?",-1
realy nice app. i can hear music very clearly.,1
when i logged out it never opened again. i reinstalled and restarted my phone. it's still stuck at the spotify logo screen.,-1
"while i think that spotify deserves way more stars, i do habe some problems with the app in general. for example, while in offline mode, the app will repeatedly reset all downloaded songs, so that it simply doesn't work. the playlist i've downloaded shows the little icon at the top that it's all downloaded, but when i scroll down, the songs just don't play and neither do they have the little download icon. it's just really annoying me because then i have to redownload the songs and use data",-1
amazing if it was totally free,1
good functions well designed,1
"when i am listening to music it keeps on randomly pausing the music for a split second the carries on playing it, or i have to turn on my phone to stop it from doing that. i have the latest update and it still does it. i think it is still experiencing glitches.",-1
"i love ittttt, there's no ads even though i'm using it for free",-1
not a good and very bad but song are not played in front page. mans will search the song and playing song,-1
"good,but advertisement more",1
spotify is good because it's got all my favourite songs on.,1
laggy and doesn't open,-1
"it was fine until that auto shuffle happened, if i try to play from my liked playlist, it plays songs that i never heard before. it won't let me play other songs without it being in playlist shuffle either. it would be fine if that wasn't added, let people enjoy listening to the music they like and not have to pay for premium to stop that auto shuffle.",-1
pauses for no reason and podcasts just refuse too play at all,-1
the best music streaming site there is!,1
"wonderful music to listen to, anytime",1
"ads are frustrating but spotify always makes it easy to get a trial or extend user membership. the most user-friendly app for music and podcasts, in my opinion.",1
"i have used my spotify on numerous devices over the years. that being said, spotify has always been a challenge to play music and podcasts in areas with less than great cell service. web pages and youtube videos will load but spotify will not. very frustrating when i pay for this subscription. saved music and podcasts take extremely long to register when offline and will often tell me ""no connection "" overall i love the content so i will keep paying",-1
"nice app,though can you stop shuffling my songs with other songs that i dont want to listen to?",1
best live music streaming app i've ever utilized. i couldn't find any shortfalls not to rate it 5*****!,1
i took the premium but still i can't download and the episode can't be downloaded but it says u can but it's all fake ðÿ˜­ðÿ˜¡ðÿ’©ðÿ’©,-1
"this app is amazing. i think this is the best ever song cloud,every song is on..omg!..its amazing.",1
spotify is a very good place to listen to music but it's not the best without premuim. but on the bright side premuim is not very expensive and in fact quite affordable it is a clever business method to earn and i'm down for it,1
love the choice of music always on,1
it's very nice how can i describe it i don't know but is one problem that it is just when the internet but not with offline so i will give it 5 star,1
cool and easy app to use,1
this is the best music app,1
buffer quality is good.,1
advanced app as compare to others.,1
i love this app this is useful app and especially this app in song with lyrics my favourite part the lyrics sometime i can't understand songs but with lyrics i easily understood songs i love it ðÿ’œðÿ’œðÿ˜ºðÿ»ðÿ¨ðÿ‡ðÿ‘ðÿ´ðÿ¥ðÿ‡°ðÿ‡·ðÿ‡®ðÿ‡³ðÿ’—ðÿ’—ðÿ’—,1
it makes the music clear,1
best music streaming service out there!,1
"awesome ,ifonly they had kiwi classics like south side of bombay would be a 5.",1
"i really love using spotify, but for the past few days the app isn't opening at all. until this isn't rectified, my review will be one star. otherwise the app is great to use. really sad about not being able to listen to my playlists.",-1
should have left the equalizer on there. if that was left then a 5 star all day.,-1
"best music app on my phone. but could still make it easier to find most recent and trending music, especially in my region",-1
the quality ðÿ˜ spotify playlist has made my life easier!,1
it always act up its not good whenever it starts acting up i thought of updating it but it does same thing again and again...no words totally lost it,-1
what i know about spotify is good music just tips artist name spotify 1ina million ðÿ‘ðÿ‘ðÿ‘ðÿ‘ðÿ‘ðÿ‘,1
"it is a very usefull app while your travelling,it can be played even your area's is poor",-1
"while listening to long 4-5 hour podcasts, spotify will lose track of where you are and start the whole thing from the start multiple times a day",-1
spotify's is an amazing app to listen to music but the only problem is that we can't keep the songs in the order we wish for and there is a big problem of ads in between....we can't break free of ads until we upgrade to premium...,-1
it has every song you could possibly think of it's just amazing,1
it is a nice app but there is a problem that we can not download songs form it,-1
i love these access to music and freedom of selection. your the best,1
spotify is interested song ðÿ˜šðÿ˜šðÿ˜‡ðÿ˜‡,1
i really love this appðÿ˜œðÿ’œ without premium also it works very well ðÿ˜š,1
best music app i ever saw,1
i'm using the app since one year it's sound quality is good but now the problem is from 1 month after i updated the app many of the songs are not able to play it's just disgusting to hear it in the spotify so just take a look in to it..,-1
best app help me while i'm preparing for neet exam,1
this is the best song recommendation app. also you can listen to podcasts which are very well designed.,1
"since last update i have lost control of how i can play music, it stops for no reason, there is no play pause buttons anymore. the only way to stop the music is by closing the app. today i can't even play music at all... what's next? spotify any solutions? do i have to keep paying for your no service?",-1
the app is great but the update is not good when i try to play my fav song a totally different song play that i never heard and i can't restart the song i like i like the app when it dint update,-1
"i loved this app but recently when updated i cannot play songs from the playlistd that i made and when i press the play button it says that i get only 6 skips per hour. i mean like ""what the hell"". i want to play the songs in an order i have set my self. not mixed. and whenever i play a song spotify premium keeps coming off. i'm deleting this song until this is fixed. until then bye.",-1
lots of playing options... both old and new school music...top notch,1
i love listening to music so this a a great app for music. i can listen to music anywhere any time.,1
only advertisement for our premium,-1
worse app ever..!! if we search good song for caller tune. it's not available. they can't search know songs also sometimes jio team makes everything for business. at first everything was free not they are charging for everything,-1
why i can't play the song? i have paid for premium,-1
"hi, i've been using spotify from 3 months it was a amazing experience but it does not open now it's saying i'm ofline but i have unlimited wifi access i have been trying to open it by deleting it and then installing it but it doesn't work please sort out the problem...",-1
it is the better but a am chose one star because this app ads so iriteded,-1
my favourite songs!!!!!!,1
"finally, i can listen every queen song ever made.",1
i can't open the app anymore after i payed for premium and i don't think that is fair please fix this asap i can't listen to music anymore,-1
good but some songs missing in list,-1
i bet it would be better if you can add gif photo to your playlist,-1
"use every day on a paid for choice, so no ads. just add to my play lists as and when. no drop outs & used the downloads option while on holiday so didn't have to worry about wi-fi or data use.",-1
"its a great music app, i really love it but my suggestion is, could you make an update where we could download 1 song and not the entire album, because if we have to download all the song in the album, its really consuming our storage on our phones.",-1
changed my review because the app didn't work for me. i accidentally logged out from my acc but when i tried to login again the app just blank(black). nothing. i've restarted my phone and reinstall the app but still the same thing happened.,-1
that is a good music app,1
it used to be a great app but now it just became bad. you have to watch atleast 5 videos after a song and you only get 6 skips an hour (a ridiculously low amount). when you find the song you want it ridiculously plays a different song by another singer instead the song you want. i'm not sure how you guys get payed to do this but you need to fix it now.,-1
"it's awesome ,but too much ads interupt",-1
"what happened to spotify it's not the same, whenever i choose a single or album the songs are not there and when i it different music will play",-1
dears kindly i have a problem with the app after i updated my phone as the app does not open,-1
keep it that way. ads free,1
mc why too many ads always.,-1
please make us play any song without using premium,1
podcast is good & clear,1
excellent great music app ðÿ‘.,1
so enjoyable and relaxing ðÿ˜žðÿ˜žðÿ˜ž,1
worst app finding ways to just earn money everyday,-1
the new stranger things theme is so cool or as i should say it's bitchin.really enjoy it.,1
"i don't what happened but all of the sudden it stop working so, i tried to restart the app but it now just show a blank screen i tried about 15 installing and uninstalling it but still won't work",-1
it's great. all the music i could ever wish for.,1
"great, but i was hoping to be able to change podcasts while driving, but that seems dangerous.",-1
"it's a great app, i just wish the playlists were not shuffled by songs that are not in the playlist",1
it so good 10/10 the best place to lease to music,1
"frequent crashes, also i pay for the premium and still get advertising for the jre!? still better then pandora but maybe not worth buying.",-1
"""offline mode"" is the biggest useless feature ever. i might actually cancel my spotify acct over the amount of times i've tried to listen to my downloaded music while away from data service and cant. how useless.",-1
my experience with spotify is great. i love this platform. thanks spotify team.,1
was a good app. until you couldn't play the song without shuffling. and the layout is different. i advise you to go back to youtube music. at least could play a song. :(,1
"great, love the choices and suggestions",1
fantastic range of easily accessed music,1
i've been using spotify for years and overall it's okay i just don't like that after every 2 or 3 songs there's an add.,-1
great music app.,1
"i'm an spotify user since many years. never faced any problem but now i'm not able to share my lyrics !! my device is completely based on android 12 , and the app is up to date !! please look into âš ï¸",1
"please make it easier to get to the equaliser, from the current song menu would be great, deezer has this function. why is it so hidden?",-1
this is best listing app i ever seen,1
i wish i didn't have to use data whenever i wanted to listen to all my songs at once,-1
"i can't live without spotify,i love it",1
the app is so useful. you can listen to the songs while doing anything n everything. songs makes emotions more valuable. but i think they should decrease the rate of ads a little bit that's why i am giving it 4 for now but it will be set to 5 when the ad rate is deacresed. the song quality is so good that's why i will recommend to use this app for sure.,-1
you have to buy there stupid premium just to play a single song i literally have to go through 20 songs just to get to the one i want,-1
"iâ€™ve been a spotify user for a long time, but just this year iâ€™m having some discomfort using spotify. my internet network is very good, but itâ€™s hard to play music",-1
too many ads,-1
really good on xbox i can listen to music as i play games.,1
"everything is way good, but make a comment section for every song, so that people can write their thoughts on their favourite songs. in this way the music artists will also come to know, how listeners feel about their creations. -thankyou :)",1
group sessions don't work at l all,-1
"hey! spotify team please help i am trying to login to my spotify account for past week with this same email id and i have made many attempts but my account is not opening ðÿ¥ºðÿ¥º.. i also have a student plan and most importantly my life without music is so empty, my day starts with listening to music and also ends with music.. please resolve my issue asap..please ðÿ¥º",-1
very nice music app. other junk apps have ads that interrupt my sleep process. this just works.,1
too slow and can't choose music to play,-1
best dang app for music ever,1
this is free music with hardly any time having ads but when you do get ads there are at least 2 ads that aren't skippable but its worth it five out of five spotify if you see this review i just want to say thank you for it not having to be paid for,1
my playlist keeps being shortened somehow and everytime i play a song from my playlist and close my playlist music stops and i can't play it it was fine yesterday but today its rlly bothering me..sorry but can u fix what's going on?,-1
"hi, can you fix it when i play my favorite song it always short song",-1
"terrible. not worth it. used to be great but now i can't get through one song or podcast anymore without it buffering or skipping. even downloaded songs have issues. i tried everything- resetting my wifi, removing all downloaded songs, clearing the cache, lowering streaming quality, uninstalling then reinstalling. don't waste your time with this one",-1
spotify is not working in my phone,-1
"i think spotify is great but its 5 times better with premium though and i think $10 a month is not that bad. it has absolutely all songs created. overall i think spotify is the best app for music, podcasts, and stories. such qaudale dingle.",1
its playlists are awesome,1
great nothing found wrong but how can u download songs from therer,-1
"not opening on my mobile.. just showing a blank page with logo and then gets stuck.. i cleared my cache, updated to the latest version, rebooted my device, still the problem continues!",-1
music quality not so good,-1
"it bothers me that when you don't have a premium when the ads come on they sound 10 times louder than the music sounds, which is a problem when you listen to music with a speaker or with headphones, because it forces you to turn up the volume because you don't listen to the song and then feel like you're going deaf from the commercials",-1
great music of the 70s and 80s,1
i cant seem to get a way to download a song and listen offline. but the app is so far so best,1
one of my favorite apps of all time. been using them for about 9 years now and they keep getting better !! i'm up to 30 hours of amazing tunes on my markus aurelius pl 1. check it out and subscribe. you're gonna love it i'm sure ðÿ˜€ðÿž¸ðÿž¶ðÿžµðÿž¶ðÿžµðÿž¶âœœï¸,1
complete trash to say the least can't even open my liked songs,-1
love the app and now they're adding lyrics. if they can add more interactive stuff like the end of year round up that would be great.,1
i love all the songs it's great,1
"excellent quality overall! i very much appreciate that a person can close the app and still have the music playing. also, wide variety of genres! anything you can think of!",1
has almost every song i have ever searched!,1
it's amazing but payment is the baddest idea here,-1
waste of time there no song if you want to listen a song then search its singer's name that is always worst app for ever,-1
just switched to ad free,-1
i try putting a song but it shuffles and puts a different one,-1
i just love spotify:),1
i love it real simplicity,1
to much add without subscription ðÿ˜ðÿ˜,-1
"i give this 2 stars because everytime i open the spotify and play some music it always say ""no network connection"" even though our wifi is doing great. please fix this. ðÿ˜¤â˜ ï¸ðÿ’¢",-1
i just love it â˜ºï¸ can't explain more. i listen to any music i want and helps me to know many different artists,1
"it always complain no internet connection whereas my net is already working for other apps. it was so frustrating,please check with your networking code backside what outdated protocol they must be using",-1
"please increase the volume of the musics. sound quality should be more good, rich and enhanced. in home tab, contents are taking much time to load. make spotify lightweight and fast. there have huge battery consumption while streaming.",-1
exceptional. large variety of programming options.,1
honestly this app is just all around amazing. i have no bad things to say.,1
"one night i just turned on spotify, when it said my free trial was up... the one i diden't even ask for. i was ok with it untill i saw my playlist. the only option was ""shuffle"" i couldn't even listen to the songs in order! i tried to, and whenever i clicked on the names of the songs listed out, and would only let me hear a clip. i need music to go to sleep. the ads where loud even though i had my volume down. still anoyed, the layout is way to complicated if you don't have primium.",-1
"first time not opening the app, bad app",1
"sad because of blatant censorship. my podcast episodes with the covid ""warning"" on them, crash the program. so effectively i cannot listen to any podcasts that do not fit the narrative.",-1
sound quality in premium category has decreased. earlier i was really impressed compare to any other music streaming app.,-1
i can't play my playlist:/,-1
"totally love this app, i don't any trouble looking for muaic on my current mood because the app already has category that you can choose from with any current state of mind you have.",1
so difficult to play songs and keep songs... not suitable to play specific songs you want but good for random playlist,-1
i don' t like this app.i can't listen my favourite song in play list with out premium .because the playlist does not play the songs we want.,-1
hey there . i am daily listener of spotify.and i also want a primium subscribtion. so i request you to add a reedeem gift code payment method to primium plan. thanku.,-1
i love being able listen anything i want to.,1
excellent especially the playlist they give takes me back,1
"sound compression is lossy , surely it is aac ,im expecting least flac from spotify, tidal is best in this manner.",-1
why so many ads bruh.,-1
stuck at logo and loading screen after i log out.,-1
i like spotify and would reccomend it to anyone that wants a wide variety of music to choose from. if you can afford premium i highly reccomend it but if you can the base version is also really nice,1
bad lyrics. poor sound quality.,-1
"ui looks amazing, and listening experience is also good when compared to other apps. however, ads keep increasing on every new update.",1
i'm in spotify premium but why there still ads i'm try to relaxing and suddenly ads appears pls fix this ðÿ¥±,-1
the liked artists association selection is a liked feature. brings up some bands that forgot about. that's for the reminder.,1
this app delivers more than just what i expected. very good.,1
spotify is great i don't have to keep turning my phone on to keep listening to music although after 2 songs on my playlist it switches to a random song that is not on my playlists witch gets me anoyed,-1
this app is so good for me to listen songs,1
"i love spotify â¤ï¸ i can find old favorites as well as explore new-to-me music recommendations generated by the app. i can create my own music lists, search for others or listen to spotify's recommended selections.",1
to gud. but only problem is that not download songs without subscribe or paid premium,-1
have good music listen to it and u can shut off ur phone and it still plays even when sleeping.,1
awesome besides having to pay for it,1
"various issues from not loading/crashing to playing songs without actually playing, song plays but no bar down the bottom",-1
some bugs and repeatative ads are annoying but the auto-play is world's best system,1
make it fully free cause we all need music!. ill give yah five stars you gotta be kidding with the extra pay just to use it with a fitbit like woooooooooow just stop!,-1
"i work with 4 music apps, each one has a few + and a few - items that come to mind. in a perfect world you'd think someone would bring the best options together to form a more perfect super music app.",1
"trash app, ads after every 2 or 3 songs. lucky that there's hacked spotify",-1
i can find all the music i like. especially all the old stuff that is hard to find on other apps!,1
its great love it only not 5 stars because sometimes you cant play certain songs on some devices im not sure why but i love spotify even with that problem im gonna forever be a premium user,1
i can't get my spotify app to work been working on it fo r days what's the problem?,-1
nice. good collection of songs,1
best one for the underground stuff.,1
"so easy to use! thanks, kd",1
ok so i can't play my favorited music it says that there is an error and won't load i will raise the stars whenever you find a fix.,-1
spotify have every type of style of music,1
too much ads without subscription,-1
too too too too much ads.... highly disappointed ðÿ‘žðÿ‘žðÿ‘ž,-1
very good experience.....with spotify i'm enjoying a lot....,1
"spotify has been around for a long time and know how to make a good music app. everything is laid out simple, finding songs and making playlists easy.",1
well selected music to my taste.,1
amazing streaming music app! the sound quality and collections of songs very nice. but some of movie songs not available in spotify. please add those songs soon.,1
it used to be great but now it's restricting and quite unusable it's forcing us users to go premium if you don't change it like before i will delete this app.,-1
perfect.. just perfect,1
"amazing and great! you get all different types of music, and you can share with friends and create podcasts and playlists.",1
i love this app but i i have been having some problems with my liked songs in my library and it only plays part of the song. and i can't change the song at all,-1
the app lost all my playlists last week and no matter how many times i reinstall it and the sd card it will not work. i am travelling this week and it looks like without my music. why do developers try to improve apps but just break them instead. pissed off.,-1
i love spotify.,1
this is the most best music app i've been on.,1
"i would really to buy a subscription, but podcasts are still unavailable in south korea. any idea when this will change?",-1
my favorite entertainment for my ears.,1
"uninstalling spotify, heats my phone up, drains my battery big time and always running in the background.",-1
i think that it amazing just that you have to pay,1
too many adds,-1
"i'm a man of few words. i think spotify for me personally meets all of my expectations, you should give it a try.",1
now is easy for me to hearthesongs i already download in my list of library album music,-1
was nice if u reduce the length of the ad,-1
spotify is not working on android auto please fix it,-1
it is awesome considering i use only the free version the only thing that i would you know put into a better category would be if it updated with the new music as the artist produced it,1
too many ads,-1
"it's a great app but there are so many adds inbettwen the songs, albeit they only pop up after about 3-7 song or if you restart a song. but i've had i up to 8 ads in a row before my next song began to play, and the ads could range from 15 to 30 seconds. but the audio is great and all the options in the settings are enjoyable. so, the main thing is want changed is the huge amount of ads, after all they take up more time then most of the songs themselves! it's just overkill at this point.",1
would be 5 stars but when i'm playing music when i've listened to every song it plays random songs,-1
"great app, free version might have ad breaks but still great, thanks spotify ðÿ‘ðÿ‘ðÿ‘ðÿ‘ðÿ‘",1
love have splotify premium not to expensive love how i can go offline and download music. using the car mode is easy makes everything bigger all in all would recommend trying premium,1
i wish it would play more of my original voice material..,-1
"bro this freaking app says i have no internet even when i do, this is so annoying let me just use your ducking app already",-1
no pause and play button for ages!,1
"free music, and top choices, something not to like? listen!",1
good app. no app like this to provide songs free,-1
let the app keep the phone unlocked while playing or i'm not resubbing. it's dangerous while driving otherwise. and it used to do this!,1
spotify is the best. ðÿ‘,1
"excellent. i love this platform. it has all the music i used to listen to back in the day. plus an amazing collection of christian music. and the podcasts, (which i was unaware were available), are great too i would recommend spotify. hours of entertainment.",1
the best app for listening music and podcast,1
spotify without premium is very stupid,-1
...'plugged' in a few artists and get more artists and tunes i like.,1
"horrible experience. ads middle songs. middle my sleeping med. music. wakes me up in shock, coz its super loud and out of context. impossible to rewind the song or play again. its like fnk app try to tell you how to listen to your music. its pathetic. if there would be server, jumping in every 5 min in my coversation to promote menu unless i pay 5 bucks, id break his nose. these ones are hiding behind the screen and doing same thing. downloaded evwrything elswhere. vomit",-1
superb music selection ðÿ’¯ðÿ‘œðÿ»,1
"never fails me, especially when i need the right song at the right time",1
best music app there is nothing beter,1
my translator disappeared and also there's no karaoke option,-1
"spotify keeps stopping mid song after i start. happens sometimes every song, sometimes every 3rd but always happens. i'm the only one who uses it, cleared cache, uninstall and reinstalled, dont use power saving mode ever, have perfect internet, deleted all my data and saved and started over and it continues to happen. i pay for this, if its not fixed in the next couple of days i'm cancelling my subscription because this is pathetic at best.",-1
best music and it has all the music u like,1
"terrible, you can't even pick an exact song without paying $10 a month, just get youtube vanced, it has way better selection, you have the freedom to pick the actual song you want to listen to and there's no ads.",-1
"i use spotify on a phone and ,oh boy, it's a nightmare. first of all there's a ridiculous amount of adds,you only get six times to skip a song and it resets in an hour, and you can't pick what song you listen to, there's only shuffle.",-1
stop adding songs to the playlist i create if i wanted to listen to that music i would have played a list that would have me discover songs! i created my own playlist so i don't have to use my skips looking for a song i want. very disappointing the app would be great if this was fixed. don't wast your time getting frustrated.please fix this,-1
listen to good music and old music,1
wanna break from the ads tap now to watch a short video,-1
love listening to my spotify. any place anytime. even with commercials,1
same issue not opening app completely can be fixed and review updated,-1
it is a good app to play music on and i lessing to my favorite music what i like,1
"even when i was using the free version with ads i found the way spotify offered selections based on what i had been listening to, really good, because it gave artist i had forgotten as well as those i had never tried.",-1
"it is a very beautiful and useful application. i want to download songs, how can it be done.",1
i really like spotify,1
one of the best music apps around!!!,1
all the free music and shows you could possibly want and more. creations abound!,1
excellent and lovey way to listen unlimited music. please make language wise categories i.e. sindhi music or urdu music,1
why do i need premium to listen to my favorite music,-1
my overall experience was amazing! i've discovered new songs that i didn't know l would like! so thank you for making this app. <3,1
"the app is not bad overall, just the fact that it takes a few days for lyrics to be uploaded after a song has been released. also not all songs have lyrics. bhorex",1
they gave me 6months free trial and so far love it,1
the media player outside of the app and the progress bar inside the app disappear way to frequently. i have to hard quit the app multiple times to resolve the issue.,-1
"annoyed by how many unstable ads there are and decided to review about it specifically. i get around 10+ ads in a row and only 2-3 songs. maybe 5 ads in a row at least. this is normal when i play music, and it shouldn't be. rare for my playlists to have no ads for 30 minutes as spotify states. it used to not be this messy. please code whatever to fix this, it's an everyday situation. i shouldn't jump from each playlist to try and find the right spot to get ""30 min free listening.""",-1
add a damn option to confirm whether you want to connect to a certain bluetooth device or not. had too many occasions where the options for connections would bounce all over the place due to constantly finding and forgetting ones only to mis-click away from the thing i wanted instead to a device someone else is always using. awkward to use and inconvenient.,-1
it just stopped working,-1
